"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","20011","0.0-0.0","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","","","",""
"true","","","","","fullscreen","1","63687","0.0-1.0","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","","","",""
"","","","","","html-button-response","2","80720","0.0-2.0","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","16992","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","92225","0.0-3.0","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","11485","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","html-button-response","87","572389","0.0-4.0-1.41","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1344","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/10.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","88","573399","0.0-4.0-0.42","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","89","575300","0.0-4.0-1.42","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1870","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","90","576309","0.0-4.0-0.43","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","91","577643","0.0-4.0-1.43","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1308","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/14.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","92","578656","0.0-4.0-0.44","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","93","601286","0.0-4.0-1.44","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","22598","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/11.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","94","602297","0.0-4.0-0.45","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","95","605645","0.0-4.0-1.45","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","3317","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/11.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","96","606657","0.0-4.0-0.46","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","97","608394","0.0-4.0-1.46","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1703","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","98","609405","0.0-4.0-0.47","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","99","612304","0.0-4.0-1.47","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","2867","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","100","613315","0.0-4.0-0.48","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","101","614785","0.0-4.0-1.48","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1439","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/12.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","102","615796","0.0-4.0-0.49","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","103","619248","0.0-4.0-1.49","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","3423","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","104","620260","0.0-4.0-0.50","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","105","621949","0.0-4.0-1.50","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1656","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","106","622961","0.0-4.0-0.51","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","107","626434","0.0-4.0-1.51","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","3441","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","108","627446","0.0-4.0-0.52","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","109","629409","0.0-4.0-1.52","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1929","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF7.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","110","630421","0.0-4.0-0.53","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","111","632590","0.0-4.0-1.53","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","2136","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","112","633603","0.0-4.0-0.54","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","113","635239","0.0-4.0-1.54","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1602","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","114","636250","0.0-4.0-0.55","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","115","638666","0.0-4.0-1.55","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","2384","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM7.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","116","639690","0.0-4.0-0.56","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","117","642223","0.0-4.0-1.56","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","2498","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/8.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","118","643238","0.0-4.0-0.57","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","119","655310","0.0-4.0-1.57","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","12029","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/15.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","120","656321","0.0-4.0-0.58","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","121","657987","0.0-4.0-1.58","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1626","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/15.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","122","659000","0.0-4.0-0.59","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","123","660595","0.0-4.0-1.59","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1564","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","124","661608","0.0-4.0-0.60","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","125","664533","0.0-4.0-1.60","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","2893","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","126","665545","0.0-4.0-0.61","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","127","667440","0.0-4.0-1.61","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","1859","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/13.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","128","668455","0.0-4.0-0.62","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","129","836927","0.0-4.0-1.62","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","168431","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/10.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","130","837939","0.0-4.0-0.63","31","1","2022-11-13 08:24:14","a60ee176136a54a92dc2853177adfa2c","113.102.68.187","Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36","Pixel","Chrome","104.0.0.0","AndroidOS","9","null","<div style=""font-size:60px;"">+</div>","null",""
