"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","2488","0.0-0.0","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","","","",""
"true","","","","","fullscreen","1","4555","0.0-1.0","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","","","",""
"","","","","","html-button-response","2","14961","0.0-2.0","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","10401","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","19431","0.0-3.0","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","4463","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","html-keyboard-response","88","384381","0.0-4.0-0.42","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","89","385429","0.0-4.0-1.42","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1030","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF8.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","90","386442","0.0-4.0-0.43","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","91","388190","0.0-4.0-1.43","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1731","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/12.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","92","389204","0.0-4.0-0.44","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","93","390799","0.0-4.0-1.44","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1576","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM6.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","94","391814","0.0-4.0-0.45","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","95","393999","0.0-4.0-1.45","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","2167","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/6.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","96","395013","0.0-4.0-0.46","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","97","396108","0.0-4.0-1.46","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1079","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/15.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","98","397122","0.0-4.0-0.47","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","99","397946","0.0-4.0-1.47","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","806","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/11.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","100","398962","0.0-4.0-0.48","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","101","402056","0.0-4.0-1.48","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","3073","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/5.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","102","403070","0.0-4.0-0.49","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","103","403926","0.0-4.0-1.49","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","835","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/1.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","104","404940","0.0-4.0-0.50","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","105","405980","0.0-4.0-1.50","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1024","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/12.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","106","406995","0.0-4.0-0.51","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","107","411930","0.0-4.0-1.51","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","4917","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/14.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","108","412942","0.0-4.0-0.52","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","109","413928","0.0-4.0-1.52","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","966","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/10.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","110","414943","0.0-4.0-0.53","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","111","416892","0.0-4.0-1.53","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1929","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","112","417907","0.0-4.0-0.54","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","113","419151","0.0-4.0-1.54","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1228","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF7.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","114","420167","0.0-4.0-0.55","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","115","420974","0.0-4.0-1.55","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","788","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","116","421990","0.0-4.0-0.56","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","117","422688","0.0-4.0-1.56","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","678","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM8.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","118","423703","0.0-4.0-0.57","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","119","424315","0.0-4.0-1.57","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","593","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCF6.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","120","425334","0.0-4.0-0.58","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","121","425946","0.0-4.0-1.58","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","592","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/9.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","122","426961","0.0-4.0-0.59","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","123","430987","0.0-4.0-1.59","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","4005","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/13.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","124","432004","0.0-4.0-0.60","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","125","434106","0.0-4.0-1.60","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","2084","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PCM4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","126","435121","0.0-4.0-0.61","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","127","440904","0.0-4.0-1.61","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","5762","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/2.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","128","441919","0.0-4.0-0.62","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","129","443004","0.0-4.0-1.62","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1065","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/8.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","130","444021","0.0-4.0-0.63","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","131","445085","0.0-4.0-1.63","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","1044","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","survey-multi-choice","132","478558","0.0-5.0","29","1","2022-11-13 08:23:11","a60ee176136a54a92dc2853177adfa2c","183.6.41.108","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36","WebKit","Chrome","49.0.2623.87","Windows","6.1","33453","","{""Attention1"":""""}","[0]"
