"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","352","0.0-0.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","","","",""
"true","","","","","fullscreen","1","50474","0.0-1.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","","","",""
"","","","","","html-button-response","2","51251","0.0-2.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","755","<p ><strong>Welcome to the experiment!</strong></p><p ><strong>In the first task, please imagine:</strong></p><p>Your country is involved in a military conflict with another country.</p><p>You are the commander of your army and must make decisions in the conflict.</p><p>Specifically, as the military commander, you must decide whether to launch a missile to strike enemy.</p><p>You will face a series of scenarios. Please read each scenario carefully and make a decision.</p><p>The task will take around 10 minutes to complete.</p><p><strong>Please pay your attention during the experiment.</strong></p>","0",""
"","","","","","html-keyboard-response","95","164506","0.0-3.0-0.46","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","96","169715","0.0-3.0-1.46","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","5199","<p>As the military commander, you could choose to launch a missile to kill <strong>5 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF5.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","97","170720","0.0-3.0-0.47","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","98","176663","0.0-3.0-1.47","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","5932","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM2.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","99","177670","0.0-3.0-0.48","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","100","178261","0.0-3.0-1.48","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","587","<p>As the military commander, you could choose to launch a missile to kill <strong>7 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM3.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","101","179268","0.0-3.0-0.49","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","102","181158","0.0-3.0-1.49","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1880","<p>As the military commander, you could choose to launch a missile to kill <strong>8 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF8.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","103","182164","0.0-3.0-0.50","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","104","182726","0.0-3.0-1.50","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","553","<p>As the military commander, you could choose to launch a missile to kill <strong>9 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM1.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","105","183733","0.0-3.0-0.51","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","106","184473","0.0-3.0-1.51","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","726","<p>As the military commander, you could choose to launch a missile to kill <strong>10 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/15.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","107","185479","0.0-3.0-0.52","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","108","186209","0.0-3.0-1.52","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","719","<p>As the military commander, you could choose to launch a missile to kill <strong>7 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM2.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","109","187216","0.0-3.0-0.53","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","110","187841","0.0-3.0-1.53","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","615","<p>As the military commander, you could choose to launch a missile to kill <strong>1 enemy soldier</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF8.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","111","188847","0.0-3.0-0.54","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","112","189357","0.0-3.0-1.54","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","495","<p>As the military commander, you could choose to launch a missile to kill <strong>10 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM5.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","113","190365","0.0-3.0-0.55","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","114","190957","0.0-3.0-1.55","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","582","<p>As the military commander, you could choose to launch a missile to kill <strong>1 enemy soldier</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF6.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","115","191965","0.0-3.0-0.56","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","116","192725","0.0-3.0-1.56","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","745","<p>As the military commander, you could choose to launch a missile to kill <strong>4 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF2.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","117","193733","0.0-3.0-0.57","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","118","194623","0.0-3.0-1.57","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","879","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCM7.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","119","195630","0.0-3.0-0.58","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","120","196205","0.0-3.0-1.58","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","567","<p>As the military commander, you could choose to launch a missile to kill <strong>9 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/4.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","121","197212","0.0-3.0-0.59","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","122","197805","0.0-3.0-1.59","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","581","<p>As the military commander, you could choose to launch a missile to kill <strong>6 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF6.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","123","198815","0.0-3.0-0.60","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","124","199888","0.0-3.0-1.60","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1062","<p>As the military commander, you could choose to launch a missile to kill <strong>2 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/13.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","125","200895","0.0-3.0-0.61","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","126","201503","0.0-3.0-1.61","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","598","<p>As the military commander, you could choose to launch a missile to kill <strong>10 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/16.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","html-keyboard-response","127","202510","0.0-3.0-0.62","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","128","203741","0.0-3.0-1.62","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1219","<p>As the military commander, you could choose to launch a missile to kill <strong>6 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy civilian</strong> nearby.</p> <p>The photo of the <strong>enemy civilian</strong> is shown below.</p> <p></p> <img src='stimuli/faces/NCF4.jpg', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","1",""
"","","","","","html-keyboard-response","129","204748","0.0-3.0-0.63","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","130","205417","0.0-3.0-1.63","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","656","<p>As the military commander, you could choose to launch a missile to kill <strong>3 enemy soldiers</strong> , but would accidentally kill <strong>1 enemy tree</strong> nearby.</p> <p>The photo of the <strong>enemy tree</strong> is shown below.</p> <p></p> <img src='stimuli/tree/6.png', style='max-width: 30%;'> </img> <p><strong>Would you launch the weapon?</strong></p>","0",""
"","","","","","survey-multi-choice","131","230809","0.0-4.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","25376","","{""Attention1"":""""}","[0]"
"","","","","","html-button-response","132","232024","0.0-5.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1208","<p style=""font-size:20px;font-weight:bold;"">Great!</p><p>You have finished the first part of the experiment!</p><p>Please relax a little bit and then contine to answer some questions regarding yourself.</p><p>The next part will take around 10 minutes to complete.</p>","0",""
"","","","","","survey-text","133","259307","0.0-6.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","26257","","{""Age"":""28"",""Nation"":""american"",""Born"":""usa"",""Live"":""usa""}",""
"","","","","","survey-multi-choice","134","270703","0.0-7.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","11387","","{""Gender"":""Female"",""Education"":""Associate Degree"",""Income"":""$70,000 - $99,999"",""Children"":""0"",""Ethnicity"":""White""}","[0,1,2,3,4]"
"","","","","","survey-multi-select","135","279592","0.0-8.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","8873","","{""Marriage"":[""Single""],""Religion"":[""Catholic""]}","[0,1]"
"","","","","","survey-multi-choice","136","282827","0.0-9.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","3228","","{""SES"":""5""}","[0]"
"","","","","","html-button-response","137","283840","0.0-10.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","1006","<p><strong>Please indicate the extent that the following statements could describe you.</p><p> (1 = ""extremely uncharacteristic of me"" to 5 = ""extremely characteristic of me"".)</strong></p>","0",""
"","","","","","survey-likert","138","303253","0.0-11.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","19401","","{""Aggression1"":0,""Aggression2"":0,""Aggression3"":0,""Aggression4"":0,""Aggression5"":0,""Aggression6"":0,""Aggression7"":4,""Aggression8"":0,""Aggression9"":0}","[0,1,2,3,4,5,6,7,8]"
"","","","","","html-button-response","139","304151","0.0-12.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","893","<p><strong>Please indicate the extent that the following statements could describe you. </strong></p><p><strong> (1 = ""Does not describe me well"" to 5 = ""Does decribe me well"".)</strong></p>","0",""
"","","","","","survey-likert","140","409485","0.0-13.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","105318","","{""pts6"":3,""pts2"":3,""ecs5"":3,""fs7"":2,""pds5"":3,""ecs4"":1,""pds1"":1,""fs5"":3,""ecs3"":3,""ecs2"":0,""ecs6"":3,""pds3"":3,""fs1"":2,""pds4"":1,""fs3"":1,""pts1"":0,""ecs1"":3,""pts7"":3,""fs4"":1,""pts5"":3,""ecs7"":3,""pts3"":3,""fs6"":3,""pds6"":0,""pds7"":3,""fs2"":3,""pds2"":1,""pts4"":0}","[24,7,17,25,18,13,5,15,8,3,19,12,0,16,6,2,1,27,11,20,21,10,22,23,26,4,9,14]"
"","","","","","html-button-response","141","417115","0.0-14.0","12","1","2023-05-22 23:51:09","c5e7288ef5abdde20c6cfc36967cae27","97.97.31.17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15","Macintosh","Safari","16.4","OS X","10_15_7","7617","<p><strong>Which of the following objects or statements do you have a positive or negative feeling towards? </strong></p><p><strong> (1 = ""Very negative"" to 7 = ""Very positive"") </strong></p>","0",""
